"title","description","url","date","copyright","root_url","root_title","root_header","root_reference","root_footer"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","chmod Change access permissions","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","chown Change file owner and group","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","chpasswd Update passwords in batch mode","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","chroot Run a command with a different root directory","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","chkconfig System services (runlevel)","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","cksum Print CRC checksum and byte counts","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","clear Clear terminal screen","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","cmp Compare two files","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","comm Compare two sorted files line by line","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","command Run a command - ignoring shell functions •","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","continue Resume the next iteration of a loop •","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","cp Copy one or more files to another location","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","cpio Copy files to and from archives","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","cron Daemon to execute scheduled commands","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","crontab Schedule a command to run at a later time","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","csplit Split a file into context-determined pieces","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","curl Transfer data from or to a server","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","cut Divide a file into several parts","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","date Display or change the date & time","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","dc Desk Calculator","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","dd Data Duplicator - convert and copy a file, write disk headers, boot records","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","ddrescue Data recovery tool","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","declare Declare variables and give them attributes •","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","df Display free disk space","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","diff Display the differences between two files","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","diff3 Show differences among three files","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","dig DNS lookup","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","dir Briefly list directory contents","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","dircolors Colour setup for 'ls'","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","dirname Convert a full pathname to just a path","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","dirs Display list of remembered directories","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","dmesg Print kernel & driver messages","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","du Estimate file space usage","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","echo Display message on screen •","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","egrep Search file(s) for lines that match an extended expression","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","eject Eject removable media","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","enable Enable and disable builtin shell commands •","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","env Environment variables","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","ethtool Ethernet card settings","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","eval Evaluate several commands/arguments","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","exec Execute a command","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","exit Exit the shell","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","expect Automate arbitrary applications accessed over a terminal","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","expand Convert tabs to spaces","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","export Set an environment variable","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","expr Evaluate expressions","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","false Do nothing, unsuccessfully","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","fdformat Low-level format a floppy disk","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","fdisk Partition table manipulator for Linux","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","fg Send job to foreground","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","fgrep Search file(s) for lines that match a fixed string","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","file Determine file type","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","find Search for files that meet a desired criteria","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","fmt Reformat paragraph text","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
"( SS64 )","Command line reference – Database and OS scripting.","https://ss64.com/","2020-05-18","Copyright © 1999-2020 SS64.com, some rights reserved.","https://ss64.com/bash/","Linux","An A-Z Index of the Linux command line: bash + utilities.","fold Wrap text to fit a specified width.","More bash commands: Linux Command Directory from O'Reilly, GNU CoreUtils.
SS64 bash discussion forum
Links to other Sites, books etc"
